Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 9 (0),RACE 9 (0).1,RACE 9 (0).2,RACE 9 (0).3,RACE 9 (0).4,RACE 9 (0).5,RACE 9 (0).6,RACE 9 (0).7,RACE 9 (0).8,RACE 9 (0).9,RACE 9 (0).10,RACE 9 (0).11,RACE 9 (0).12,RACE 9 (0).13,RACE 9 (0).14,RACE 9 (0).15,RACE 10 (0),RACE 10 (0).1,RACE 10 (0).2,RACE 10 (0).3,RACE 10 (0).4,RACE 10 (0).5,RACE 10 (0).6,RACE 10 (0).7,RACE 10 (0).8,RACE 10 (0).9,RACE 10 (0).10,RACE 10 (0).11,RACE 10 (0).12,RACE 10 (0).13,RACE 10 (0).14,RACE 10 (0).15
6,6.0,BAMBOO DANCE (M327),A Suborics,D J Hall,128.0,1139,6,3,9 7 8 6,1:24.19,99.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14.0,NEWSWIRE TOO (CJ040),T H So,S Woods,112.0,1026,8,3-3/4,13 13 12 7,1:24.32,13.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0,FLYING KEEPER (M191),T Angland,C Fownes,133.0,1092,14,4-3/4,3 2 2 8,1:24.47,11.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.0,YOUNG HAPPY (M305),R Fourie,T W Leung,128.0,1030,4,5-1/4,10 10 10 9,1:24.57,69.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,DARK SECRET (M213),Z Purton,D E Ferraris,130.0,1030,2,6-3/4,5 4 5 10,1:24.81,5.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12.0,DR UNION (CK105),W M Lai,T K Ng,119.0,1079,11,8-1/4,7 6 7 11,1:25.06,21.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.0,OCEAN BRIGHT (M270),T Clark,A Lee,128.0,1155,9,12-1/2,11 12 11 12,1:25.71,44.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.0,HAIR BEAUTY (N095),M L Yeung,K L Man,131.0,1129,1,18-1/2,6 9 13 13,1:26.70,32.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10.0,BELIEVE IN CHANCE (N133),U Rispoli,P O'Sullivan,123.0,1257,10,35-1/4,14 14 14 14,1:29.37,99.0,2013/01/01,ST,2,Class 5,1400M,40-20,GOOD,"TURF - ""B+2"" Course",13.86,36.16,59.64,1:23.73,,,13.86,22.30,23.48,24.09,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.0,MARK TWO (P065),T Clark,S Woods,126.0,1175,4,-,3 4 3 1,1:36.91,9.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9.0,FOREVER AHEAD (N433),D Whyte,J Size,123.0,1019,5,1/2,9 8 5 2,1:37.00,2.1,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.0,WINNING BOY (N186),O Doleuze,R Gibson,130.0,959,14,1,7 7 8 3,1:37.08,16.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7.0,APPROVE (N299),W C Marwing,J Moore,124.0,1127,12,1-1/4,5 5 6 4,1:37.13,6.9,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13.0,CLEMENT SPIRIT (CL346),M L Yeung,A Lee,113.0,1149,8,2,11 11 9 5,1:37.22,15.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12.0,BESPOKE MASTER (CL227),K C Ng,C H Yip,108.0,1046,7,2,2 2 1 6,1:37.24,99.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10.0,EMPIRE CITY (CL169),A Suborics,A Schutz,119.0,1122,13,3-1/2,13 13 11 7,1:37.46,31.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 DH,2.0,AFRICA LIGHT (N030),Z Purton,C S Shum,132.0,1095,6,3-1/2,8 10 10 8,1:37.49,9.8,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 DH,3.0,THE ONLY KID (CH173),B Prebble,K W Lui,131.0,1114,10,3-1/2,12 14 14 8,1:37.49,11.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11.0,VIVA GUY (CK318),T H So,L Ho,116.0,1145,11,5-1/4,14 12 13 10,1:37.74,99.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14.0,MIZZEN GREY (N192),W M Lai,T K Ng,113.0,1057,3,5-3/4,6 6 7 11,1:37.81,99.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1.0,SWEET CORNER (P005),G Mosse,C H Yip,133.0,1087,1,7-1/2,4 3 4 12,1:38.10,9.8,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8.0,EL GRANDE (CL378),C Y Ho,D J Hall,121.0,1055,9,8-3/4,1 1 2 13,1:38.30,99.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4.0,PROSPEROUS WIN (N377),R Fourie,D Cruz,130.0,1064,2,20-1/4,10 9 12 14,1:40.17,99.0,2013/01/01,ST,3,Class 4,1600M,60-40,GOOD,"TURF - ""B+2"" Course",24.44,48.11,1:12.92,1:36.91,,,24.44,23.67,24.81,23.99,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,TRAVEL BRAND (N112),Z Purton,C H Yip,129.0,1058,6,-,7 7 7 4 1,2:04.74,3.0,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8.0,TURBO JEWELLERY (N379),D Whyte,J Size,118.0,1066,2,SH,5 5 4 1 2,2:04.76,4.1,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4.0,EAGLE SPIRIT (CL326),T Clark,A Schutz,123.0,1229,1,3-1/4,1 2 3 3 3,2:05.25,8.9,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9.0,JAMESINA (CH290),C Y Ho,D E Ferraris,114.0,1101,7,4-1/2,8 8 8 7 4,2:05.48,7.1,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10.0,TOWERING STORM (M401),M Chadwick,P F Yiu,112.0,1031,9,5-1/4,2 1 1 2 5,2:05.58,8.0,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,RIO WILLIE (N087),U Rispoli,R Gibson,119.0,1134,8,5-1/2,9 10 10 8 6,2:05.61,26.0,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1.0,AMAZINGLY (N384),T Queally,D E Ferraris,133.0,1197,3,7-1/4,4 4 5 5 7,2:05.92,80.0,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7.0,LET'S GOAL (M061),T H So,A S Cruz,115.0,1117,5,11-3/4,3 3 2 6 8,2:06.62,37.0,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5.0,SUNSHINE DAY (N116),G Mosse,A S Cruz,123.0,1026,10,14-1/2,10 9 9 10 9,2:07.06,23.0,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,LOVING STAR (M382),O Doleuze,C W Chang,127.0,1107,4,25-1/4,6 6 6 9 10,2:08.80,6.8,2013/01/01,ST,4,Class 3,2000M,80-60,GOOD,"TURF - ""B+2"" Course",26.89,51.14,1:17.36,1:41.69,2:04.74,,26.89,24.25,26.22,24.33,23.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,FULL VALUE (M413),G Mosse,R Gibson,133.0,1157,7,-,4 5 5 3 1,1:51.05,3.9,2013/01/01,ST,5,Class 5,1800M,40-15,GOOD,"TURF - ""B+2"" Course",13.98,37.78,1:02.95,1:27.62,1:51.05,,13.98,23.80,25.17,24.67,23.43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.0,MEDIC CHAMPION (M054),U Rispoli,A T Millard,128.0,1249,6,2-3/4,2 2 2 2 2,1:51.50,28.0,2013/01/01,ST,5,Class 5,1800M,40-15,GOOD,"TURF - ""B+2"" Course",13.98,37.78,1:02.95,1:27.62,1:51.05,,13.98,23.80,25.17,24.67,23.43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,RAIN OF THUNDER (CJ352),Z Purton,P O'Sullivan,132.0,1083,3,3-1/4,7 8 8 8 3,1:51.56,12.0,2013/01/01,ST,5,Class 5,1800M,40-15,GOOD,"TURF - ""B+2"" Course",13.98,37.78,1:02.95,1:27.62,1:51.05,,13.98,23.80,25.17,24.67,23.43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 DH,6.0,SABINA (CK169),R Fourie,A Lee,130.0,1171,1,3-1/4,8 6 7 7 4,1:51.57,11.0,2013/01/01,ST,5,Class 5,1800M,40-15,GOOD,"TURF - ""B+2"" Course",13.98,37.78,1:02.95,1:27.62,1:51.05,,13.98,23.80,25.17,24.67,23.43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
