Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15,RACE 5 (275),RACE 5 (275).1,RACE 5 (275).2,RACE 5 (275).3,RACE 5 (275).4,RACE 5 (275).5,RACE 5 (275).6,RACE 5 (275).7,RACE 5 (275).8,RACE 5 (275).9,RACE 5 (275).10,RACE 5 (275).11,RACE 5 (275).12,RACE 5 (275).13,RACE 5 (275).14,RACE 5 (275).15
6,2.0,YEE CHEONG BRAVE (E501),K C Leung,A T Millard,133.0,1116,6,5-1/2,10 10 10 9 6,1:48.50,30.0,2022/10/01,ST,1,Class 5,1800M,40-0,GOOD,"TURF - ""C+3"" Course",13.84,36.00,1:00.06,1:23.56,1:47.61,,13.84,22.16,24.06,23.50,24.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,EL JEFE (C466),A Badel,C H Yip,131.0,1133,7,7-1/4,9 9 9 10 7,1:48.77,12.0,2022/10/01,ST,1,Class 5,1800M,40-0,GOOD,"TURF - ""C+3"" Course",13.84,36.00,1:00.06,1:23.56,1:47.61,,13.84,22.16,24.06,23.50,24.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3.0,WINNING STEED (D155),L Ferraris,C H Yip,132.0,1163,8,7-3/4,11 11 11 11 8,1:48.83,12.0,2022/10/01,ST,1,Class 5,1800M,40-0,GOOD,"TURF - ""C+3"" Course",13.84,36.00,1:00.06,1:23.56,1:47.61,,13.84,22.16,24.06,23.50,24.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.0,MISTER MONTE (A201),Y L Chung,C W Chang,120.0,1091,9,10-3/4,3 1 1 1 9,1:49.31,8.7,2022/10/01,ST,1,Class 5,1800M,40-0,GOOD,"TURF - ""C+3"" Course",13.84,36.00,1:00.06,1:23.56,1:47.61,,13.84,22.16,24.06,23.50,24.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11.0,WAH MAY LUCK (E086),H N Wong,Y S Tsui,117.0,1161,11,12-1/4,1 2 2 4 10,1:49.57,27.0,2022/10/01,ST,1,Class 5,1800M,40-0,GOOD,"TURF - ""C+3"" Course",13.84,36.00,1:00.06,1:23.56,1:47.61,,13.84,22.16,24.06,23.50,24.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1.0,COURAGEOUS KNIGHT (E163),L Hewitson,C S Shum,133.0,1044,10,15-1/2,2 3 3 2 11,1:50.11,20.0,2022/10/01,ST,1,Class 5,1800M,40-0,GOOD,"TURF - ""C+3"" Course",13.84,36.00,1:00.06,1:23.56,1:47.61,,13.84,22.16,24.06,23.50,24.05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5.0,BIG ME (G348),L Currie,C Fownes,126.0,1124,6,-,7 5 1,0:56.45,2.8,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.0,FLYING HIGH (E204),M Chadwick,W Y So,123.0,1073,9,1-1/4,6 7 2,0:56.64,6.8,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,CHEVAL VALIANT (E336),L Hewitson,D J Whyte,129.0,1099,1,1-1/4,1 1 3,0:56.65,5.4,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.0,NOBLE ONE (G278),Z Purton,K W Lui,128.0,1112,11,2-1/4,5 6 4,0:56.80,8.8,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.0,SPARKLING DOLPHIN (C332),H T Mo,Y S Tsui,129.0,1203,3,2-1/4,2 2 5,0:56.81,23.0,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.0,GLENEALY GENERALS (B475),R Maia,C H Yip,126.0,1158,12,3-1/4,10 9 6,0:56.97,10.0,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3.0,CIRCUIT SEVEN (D474),Y L Chung,A S Cruz,118.0,1142,4,4,3 4 7,0:57.08,16.0,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12.0,ONE FOR ALL (G012),A Badel,R Gibson,120.0,1197,5,4-1/4,4 3 8,0:57.14,37.0,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8.0,VANTASTIC CHOICE (G401),A Hamelin,C H Yip,126.0,1086,10,4-1/2,8 10 9,0:57.16,27.0,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10.0,UNITED WE STAND (D048),L Ferraris,P C Ng,124.0,1228,7,4-3/4,12 8 10,0:57.20,7.5,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,9.0,BELL OF HAPPINESS (G178),H N Wong,C W Chang,122.0,1064,2,8-3/4,11 12 11,0:57.87,114.0,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.0,PERFECT ROCK (G175),K C Leung,Y S Tsui,126.0,1058,8,10,9 11 12,0:58.07,59.0,2022/10/01,ST,2,Class 4,1000M,60-40,GOOD,"TURF - ""C+3"" Course",12.97,33.35,56.45,,,,12.97,20.38,23.10,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.0,BEAUTY TYCOON (G329),A Badel,J Size,128.0,1036,1,-,4 3 1,1:08.87,4.5,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7.0,ONE VOICE (G274),C Y Ho,F C Lor,124.0,1222,3,1-1/4,7 6 2,1:09.07,2.2,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10.0,SNOWALOT (E397),L Currie,D A Hayes,120.0,1077,11,2-3/4,11 10 3,1:09.29,16,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5.0,SUCCESS FIGHTER (G080),H Bentley,K H Ting,125.0,1235,2,4-1/4,6 4 4,1:09.54,7.1,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,MARADO (E245),L Hewitson,P C Ng,124.0,1044,4,5,8 9 5,1:09.68,17,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.0,SOARING TOWER (D500),K C Leung,W Y So,120.0,1070,8,5-1/2,9 8 6,1:09.75,15,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.0,GLORY BO BO (G262),Y L Chung,C S Shum,111.0,1155,10,7-1/2,1 1 7,1:10.08,11,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.0,SON PAK FU (G265),C L Chau,T P Yung,119.0,1183,5,8,3 5 8,1:10.16,34,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12.0,WIN WIN CHARITY (G248),A Hamelin,K W Lui,120.0,1129,9,10-1/4,10 11 9,1:10.52,66,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3.0,CHARMING STEED (E494),M Chadwick,C Fownes,128.0,1050,6,11-1/4,5 7 10,1:10.68,26,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4.0,WE ARE HERO (G207),M F Poon,K L Man,125.0,1168,7,12-1/4,2 2 11,1:10.85,16,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV-A,8.0,MIRACULOUS HONOUR (G114),H W Lai,Y S Tsui,123.0,---,---,---,---,---,---,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,GOOD RUNNER (E285),Z Purton,D J Hall,129.0,---,---,---,---,---,---,2022/10/01,ST,3,Class 4,1200M,60-40,GOOD,"TURF - ""C+3"" Course",23.61,45.55,1:08.87,,,,23.61,21.94,23.32,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,PERFECT PEACH (E488),L Hewitson,A S Cruz,118.0,1069,3,-,5 5 5 1,1:21.66,10.0,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.0,COMPASSION SPIRIT (D167),Z Purton,K L Man,134.0,1109,1,HD,2 4 4 2,1:21.70,3.9,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.0,LIFELINE VISION (E318),K C Leung,D A Hayes,127.0,1114,6,1-1/2,8 8 8 3,1:21.90,16.0,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.0,SUPER HIGHWAY (G050),H Bentley,F C Lor,118.0,1173,10,1-3/4,3 3 3 4,1:21.93,9.7,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14.0,SPICY SKEWER (G202),V Borges,K L Man,117.0,1029,2,2,6 6 6 5,1:21.97,34.0,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10.0,SPLENDID LIVING (E192),M F Poon,P F Yiu,121.0,1140,5,2-1/4,1 2 1 6,1:22.03,18.0,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5.0,COPARTNER ERA (C534),C Y Ho,W Y So,131.0,1123,4,3-3/4,11 11 10 7,1:22.27,17.0,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1.0,GRACYLOVE (D098),L Ferraris,D J Hall,135.0,1189,9,4-1/4,10 9 9 8,1:22.34,22.0,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4.0,SMILING COLLECTOR (G128),M Chadwick,K H Ting,132.0,1121,14,4-1/2,4 1 2 9,1:22.40,5.6,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8.0,OVER THE MOON (G162),M L Yeung,C Fownes,127.0,1117,7,5-1/2,12 10 11 10,1:22.53,9.4,2022/10/01,ST,4,Class 4,1400M,60-40,GOOD,"TURF - ""C+3"" Course",13.56,34.87,58.12,1:21.66,,,13.56,21.31,23.25,23.54,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
