Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,LBW,Running Position,Finish Time,Win Odds,Date,Course,RaceNumber,Race type,Distance,Score range,Going,Course Detail,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Sectional Time 1,Sectional Time 2,Sectional Time 3,Sectional Time 4,Sectional Time 5,Sectional Time 6,RACE 1 (0),RACE 1 (0).1,RACE 1 (0).2,RACE 1 (0).3,RACE 1 (0).4,RACE 1 (0).5,RACE 1 (0).6,RACE 1 (0).7,RACE 1 (0).8,RACE 1 (0).9,RACE 1 (0).10,RACE 1 (0).11,RACE 1 (0).12,RACE 1 (0).13,RACE 1 (0).14,RACE 1 (0).15,Unnamed: 16,Unnamed: 17,RACE 2 (0),RACE 2 (0).1,RACE 2 (0).2,RACE 2 (0).3,RACE 2 (0).4,RACE 2 (0).5,RACE 2 (0).6,RACE 2 (0).7,RACE 2 (0).8,RACE 2 (0).9,RACE 2 (0).10,RACE 2 (0).11,RACE 2 (0).12,RACE 2 (0).13,RACE 2 (0).14,RACE 2 (0).15,RACE 3 (0),RACE 3 (0).1,RACE 3 (0).2,RACE 3 (0).3,RACE 3 (0).4,RACE 3 (0).5,RACE 3 (0).6,RACE 3 (0).7,RACE 3 (0).8,RACE 3 (0).9,RACE 3 (0).10,RACE 3 (0).11,RACE 3 (0).12,RACE 3 (0).13,RACE 3 (0).14,RACE 3 (0).15,RACE 4 (0),RACE 4 (0).1,RACE 4 (0).2,RACE 4 (0).3,RACE 4 (0).4,RACE 4 (0).5,RACE 4 (0).6,RACE 4 (0).7,RACE 4 (0).8,RACE 4 (0).9,RACE 4 (0).10,RACE 4 (0).11,RACE 4 (0).12,RACE 4 (0).13,RACE 4 (0).14,RACE 4 (0).15,RACE 5 (0),RACE 5 (0).1,RACE 5 (0).2,RACE 5 (0).3,RACE 5 (0).4,RACE 5 (0).5,RACE 5 (0).6,RACE 5 (0).7,RACE 5 (0).8,RACE 5 (0).9,RACE 5 (0).10,RACE 5 (0).11,RACE 5 (0).12,RACE 5 (0).13,RACE 5 (0).14,RACE 5 (0).15,RACE 6 (0),RACE 6 (0).1,RACE 6 (0).2,RACE 6 (0).3,RACE 6 (0).4,RACE 6 (0).5,RACE 6 (0).6,RACE 6 (0).7,RACE 6 (0).8,RACE 6 (0).9,RACE 6 (0).10,RACE 6 (0).11,RACE 6 (0).12,RACE 6 (0).13,RACE 6 (0).14,RACE 6 (0).15,RACE 7 (0),RACE 7 (0).1,RACE 7 (0).2,RACE 7 (0).3,RACE 7 (0).4,RACE 7 (0).5,RACE 7 (0).6,RACE 7 (0).7,RACE 7 (0).8,RACE 7 (0).9,RACE 7 (0).10,RACE 7 (0).11,RACE 7 (0).12,RACE 7 (0).13,RACE 7 (0).14,RACE 7 (0).15,RACE 8 (0),RACE 8 (0).1,RACE 8 (0).2,RACE 8 (0).3,RACE 8 (0).4,RACE 8 (0).5,RACE 8 (0).6,RACE 8 (0).7,RACE 8 (0).8,RACE 8 (0).9,RACE 8 (0).10,RACE 8 (0).11,RACE 8 (0).12,RACE 8 (0).13,RACE 8 (0).14,RACE 8 (0).15
11,2.0,CIRCUIT NUMBER ONE (B373),M Chadwick,A S Cruz,132.0,1061,5,5-1/4,1 2 2 1 11,1:49.67,5.9,2021/01/01,ST,4,Class 5,1800M,40-0,GOOD,"TURF - ""B+2"" Course",14.18,36.30,1:00.09,1:24.50,1:48.82,,14.18,22.12,23.79,24.41,24.32,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.0,ROCKET HAMMER (C520),H N Wong,K H Ting,116.0,992,10,5-3/4,14 13 12 12 12,1:49.75,29,2021/01/01,ST,4,Class 5,1800M,40-0,GOOD,"TURF - ""B+2"" Course",14.18,36.30,1:00.09,1:24.50,1:48.82,,14.18,22.12,23.79,24.41,24.32,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6.0,TURF BRILLIANT (C456),T Piccone,W Y So,130.0,1137,9,6-1/4,5 3 4 4 13,1:49.81,16,2021/01/01,ST,4,Class 5,1800M,40-0,GOOD,"TURF - ""B+2"" Course",14.18,36.30,1:00.09,1:24.50,1:48.82,,14.18,22.12,23.79,24.41,24.32,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8.0,JOLLY FOREVER (D331),C Y Ho,C Fownes,128.0,1105,6,19,6 6 5 9 14,1:51.86,18,2021/01/01,ST,4,Class 5,1800M,40-0,GOOD,"TURF - ""B+2"" Course",14.18,36.30,1:00.09,1:24.50,1:48.82,,14.18,22.12,23.79,24.41,24.32,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,SKY GEM (C251),C Schofield,C Fownes,131.0,---,---,---,---,---,---,2021/01/01,ST,4,Class 5,1800M,40-0,GOOD,"TURF - ""B+2"" Course",14.18,36.30,1:00.09,1:24.50,1:48.82,,14.18,22.12,23.79,24.41,24.32,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11.0,CHARITY GRACE (E090),A Badel,C S Shum,121.0,1126,2,-,9 9 8 1,1:22.00,5.6,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.0,AUTHENTIC CHAMP (C039),C Y Ho,K H Ting,133.0,1181,11,N,13 13 12 2,1:22.05,2.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.0,LAND POWER (C417),K Teetan,A T Millard,126.0,1170,8,2-3/4,10 10 10 3,1:22.44,28.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12.0,SAM'S LOVE (A088),K C Leung,C H Yip,121.0,1086,5,3,12 11 11 4,1:22.50,25.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,ULTIMATE GLORY (S235),Z Purton,K L Man,131.0,1291,7,3-1/2,8 7 5 5,1:22.55,9.1,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8.0,ENJOY LIFE (A125),M F Poon,Y S Tsui,124.0,1145,13,4-1/4,14 14 14 6,1:22.67,142.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6.0,FORTUNE HAPPINESS (B128),H N Wong,K W Lui,125.0,1131,14,5-1/4,2 2 2 7,1:22.85,181.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4.0,HAPPY WARRIOR (A313),N Callan,C Fownes,130.0,1092,3,6-1/4,7 8 9 8,1:23.00,53.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10.0,THE BEST HERO (D314),H W Lai,L Ho,123.0,1144,10,6-1/4,11 12 13 9,1:23.02,336.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13.0,PARTY GENIUS (D217),C Soumillon,D J Whyte,120.0,1153,12,7-1/4,1 1 1 10,1:23.16,8.5,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5.0,GOLDEN LINK (D222),M Chadwick,P F Yiu,129.0,1045,6,8-3/4,4 3 4 11,1:23.41,15.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.0,GOOD SHOT (C364),C Schofield,D J Hall,128.0,1014,1,9,6 6 7 12,1:23.43,8.8,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14.0,HEY PAL (D294),J Moreira,J Size,115.0,1164,9,9-3/4,3 4 3 13,1:23.54,48.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,3.0,COOLCELEB (C030),B Shinn,T P Yung,130.0,1284,4,11-1/2,5 5 6 14,1:23.84,160.0,2021/01/01,ST,5,Class 4,1400M,60-40,GOOD,"TURF - ""B+2"" Course",13.40,35.02,58.58,1:22.00,,,13.40,21.62,23.56,23.42,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.0,NAMJONG SINGS (C480),A Badel,C S Shum,115.0,1249,1,-,4 4 1,1:09.16,6.7,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14.0,TRUST ME (C134),M Chadwick,C H Yip,114.0,1122,8,1-3/4,2 2 2,1:09.46,14,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7.0,GREEN REIGN (D140),C Schofield,C Fownes,120.0,1166,9,2-3/4,11 11 3,1:09.60,38,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3.0,SUPER DOBBIN (D352),J Moreira,A T Millard,131.0,1099,12,2-3/4,12 10 4,1:09.62,2.7,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8.0,IGNITING (D481),C Y Ho,K W Lui,120.0,1274,4,3,8 7 5,1:09.65,4.9,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11.0,SHADOW RUNNER (D463),K C Leung,P O'Sullivan,117.0,1135,14,4-1/2,13 13 6,1:09.88,99,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.0,SCORES OF FUN (D335),K Teetan,J Size,126.0,1105,11,4-1/2,3 3 7,1:09.89,7,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10.0,ARES (D125),Z Purton,F C Lor,120.0,1039,5,4-1/2,1 1 8,1:09.89,8.1,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6.0,WAR OF COURAGE (C483),A Hamelin,K L Man,123.0,1226,7,5,6 6 9,1:09.98,63,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9.0,ACA POWER (E144),M F Poon,Y S Tsui,117.0,1009,3,5,5 5 10,1:09.98,176,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,5.0,STOICISM (E223),N Callan,D E Ferraris,125.0,1006,2,5-1/4,7 8 11,1:10.01,164,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13.0,POISED TO STRIKE (D365),C Wong,D A Hayes,109.0,1015,6,5-1/4,10 12 12,1:10.01,52,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.0,MR ALDAN (C323),C L Chau,A S Cruz,125.0,1208,10,6-1/2,14 14 13,1:10.19,31,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1.0,INNER FLAME (D055),C Soumillon,D J Whyte,133.0,1131,13,9-3/4,9 9 14,1:10.73,25,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,,DIVINE REGULUS (D475),T Piccone,W Y So,121.0,---,---,---,---,---,---,2021/01/01,ST,6,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.07,46.36,1:09.16,,,,24.07,22.29,22.80,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7.0,SEA OF LIFE (D428),C Y Ho,K W Lui,125.0,1124,1,-,7 5 1,1:09.26,9.8,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13.0,TRIPLE TRIPLE (C359),M F Poon,F C Lor,113.0,1105,2,1-1/4,4 3 2,1:09.43,7.5,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5.0,BIG FORTUNE (B220),C Soumillon,D J Whyte,127.0,1089,6,2,6 7 3,1:09.54,7,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1.0,MASTER MONTARO (E142),Z Purton,D A Hayes,133.0,1307,14,2-1/2,11 11 4,1:09.65,1.9,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6.0,TRANSCENDENT (D126),J Moreira,A S Cruz,126.0,1080,10,2-3/4,3 2 5,1:09.68,11,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4.0,SILVER EXPRESS (E131),K Teetan,J Size,130.0,1067,8,3,8 10 6,1:09.74,14,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14.0,TOP SCORE (V357),M L Yeung,C W Chang,114.0,1138,5,3,5 6 7,1:09.76,69,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8.0,SERIOUS LIAISON (D434),A Badel,D J Hall,125.0,1009,12,4-1/4,13 14 8,1:09.93,186,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3.0,CRUISING (B337),C L Chau,T P Yung,125.0,1200,11,4-1/2,1 1 9,1:09.96,12,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12.0,LUCKY QUALITY (D050),M Chadwick,C Fownes,116.0,1086,13,5-1/2,14 12 10,1:10.15,35,2021/01/01,ST,7,Class 3,1200M,80-60,GOOD,"TURF - ""B+2"" Course",24.04,46.72,1:09.26,,,,24.04,22.68,22.54,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
